original_id,original_type,normalized_id,normalized_type,PubMedID
EORTC Quality of Life Questionnaire,assessment tool,EORTC Quality of Life Questionnaire,assessment tool,39342581
CTCAE v5.0,assessment tool,CTCAE v5.0,assessment tool,39342581
colorectal cancer,class_id,colorectal cancer,class_id,39339648
5-fluorouracil,preferred_label,5-fluorouracil,preferred_label,39339648
taurine,preferred_label,taurine,preferred_label,39339648
chemotherapeutic agent,preferred_label,chemotherapeutic agent,preferred_label,39339648
adverse effects,preferred_label,adverse effects,preferred_label,39339648
adenocarcinoma,preferred_label,adenocarcinoma,preferred_label,39339648
"1,2-dimethylhydrazine",preferred_label,"1,2-dimethylhydrazine",preferred_label,39339648
rats,preferred_label,rats,preferred_label,39339648
colon tissues,preferred_label,colon tissues,preferred_label,39339648
genes,preferred_label,genes,preferred_label,39339648
APC,preferred_label,APC,preferred_label,39339648
catenin,preferred_label,catenin,preferred_label,39339648
mitotic index,preferred_label,mitotic index,preferred_label,39339648
dysplasia,preferred_label,dysplasia,preferred_label,39339648
hepatocellular carcinoma,class_id,hepatocellular carcinoma,class_id,39339402
sorafenib,preferred_label,sorafenib,preferred_label,39339402
lenvatinib,preferred_label,lenvatinib,preferred_label,39339402
nanotechnology,preferred_label,nanotechnology,preferred_label,39339402
nanocarriers,preferred_label,nanocarriers,preferred_label,39339402
targeted inhibitors,preferred_label,targeted inhibitors,preferred_label,39339402
chemotherapeutic agents,preferred_label,chemotherapeutic agents,preferred_label,39339402
gene therapy,preferred_label,gene therapy,preferred_label,39339402
phototherapy,preferred_label,phototherapy,preferred_label,39339402
immunotherapy,preferred_label,immunotherapy,preferred_label,39339402
combinatorial treatments,preferred_label,combinatorial treatments,preferred_label,39339402
immune checkpoint inhibitors,drug,immune checkpoint inhibitors,drug,39334098
proton pump inhibitors,drug,proton pump inhibitors,drug,39334098
US Food and Drug Administration Adverse Event Reporting System,system,US Food and Drug Administration Adverse Event Reporting System,system,39334098
"congenital, familial, and genetic disorders",disease,"congenital, familial, and genetic disorders",disease,39334098
hepatobiliary disorders,disease,hepatobiliary disorders,disease,39334098
metabolism and nutrition disorders,disease,metabolism and nutrition disorders,disease,39334098
skin and subcutaneous tissue disorders,disease,skin and subcutaneous tissue disorders,disease,39334098
programmed death 1,protein,programmed death 1,protein,39334098
programmed death ligand 1,protein,programmed death ligand 1,protein,39334098
cytotoxic t lymphocyte antigen 4,protein,cytotoxic t lymphocyte antigen 4,protein,39334098
standardized MedDRA query system organ class toxicities,system,standardized MedDRA query system organ class toxicities,system,39334098
lenvatinib,drug,lenvatinib,drug,39333610
hepatocellular carcinoma,disease,hepatocellular carcinoma,disease,39333610
muscle loss,clinical finding,muscle loss,clinical finding,39333610
patients,patient group,patients,patient group,39333610
Germany,location,Germany,location,39333610
antibody drug conjugate,drug,antibody drug conjugate,drug,39333227
immune checkpoint inhibitors,drug,immune checkpoint inhibitors,drug,39333227
cancer,disease,cancer,disease,39333227
efficacy,outcome measure,efficacy,outcome measure,39333227
safety,outcome measure,safety,outcome measure,39333227
combination therapy,treatment,combination therapy,treatment,39333227
adverse effects,outcome measure,adverse effects,outcome measure,39333227
Hodgkin lymphoma,disease,Hodgkin lymphoma,disease,39333227
Non-Hodgkin lymphoma,disease,Non-Hodgkin lymphoma,disease,39333227
peripheral neuropathy,adverse event,peripheral neuropathy,adverse event,39333227
skin issues,adverse event,skin issues,adverse event,39333227
digestive system problems,adverse event,digestive system problems,adverse event,39333227
egfr targeted therapies,drug,egfr targeted therapies,drug,39330834
urokinase type plasminogen activator receptor (upar),protein,urokinase type plasminogen activator receptor (upar),protein,39330834
recombinant ebat,drug,recombinant ebat,drug,39330834
cytokines egf and upa,protein,cytokines egf and upa,protein,39330834
truncated pseudomonas toxin,toxin,truncated pseudomonas toxin,toxin,39330834
tumors,tissue,tumors,tissue,39330834
vasculature,tissue,vasculature,tissue,39330834
tumor microenvironment,biological environment,tumor microenvironment,biological environment,39330834
mice,animal model,mice,animal model,39330834
dogs,animal model,dogs,animal model,39330834
sarcoma,disease,sarcoma,disease,39330834
liver,organ,liver,organ,39330834
portal biliary hyperplasia,pathological process,portal biliary hyperplasia,pathological process,39330834
oval cell proliferation,pathological process,oval cell proliferation,pathological process,39330834
lymphoplasmacytic inflammation,pathological process,lymphoplasmacytic inflammation,pathological process,39330834
periportal hepatocellular microvesicular change,pathological process,periportal hepatocellular microvesicular change,pathological process,39330834
hemorrhage,pathological process,hemorrhage,pathological process,39330834
necrosis,pathological process,necrosis,pathological process,39330834
apoptosis,pathological process,apoptosis,pathological process,39330834
surufatinib,drug,surufatinib,drug,39327433
toripalimab,drug,toripalimab,drug,39327433
etoposide,drug,etoposide,drug,39327433
cisplatin,drug,cisplatin,drug,39327433
small cell lung cancer,disease,small cell lung cancer,disease,39327433
progression free survival,outcome,progression free survival,outcome,39327433
objective response rate,outcome,objective response rate,outcome,39327433
disease control rate,outcome,disease control rate,outcome,39327433
overall survival,outcome,overall survival,outcome,39327433
adverse events,outcome,adverse events,outcome,39327433
chromosomal aberrations,preferred_label,chromosomal aberrations,preferred_label,39326941
bleomycin,preferred_label,bleomycin,preferred_label,39326941
human lymphoblastoid cells,preferred_label,human lymphoblastoid cells,preferred_label,39326941
Epstein Barr virus,preferred_label,Epstein Barr virus,preferred_label,39326941
nqbio 06,class_id,nqbio 06,class_id,39326936
nqbio 21,class_id,nqbio 21,class_id,39326936
carboline alkaloids,preferred_label,carboline alkaloids,preferred_label,39326936
ovarian cancer cell line tov 21 g,preferred_label,ovarian cancer cell line tov 21 g,preferred_label,39326936
mda mb 231 breast cancer cells,preferred_label,mda mb 231 breast cancer cells,preferred_label,39326936
chromosomal breaks,preferred_label,chromosomal breaks,preferred_label,39326936
micronucleus assay,preferred_label,micronucleus assay,preferred_label,39326936
lipinski s rules,preferred_label,lipinski s rules,preferred_label,39326936
intestinal absorption,preferred_label,intestinal absorption,preferred_label,39326936
p glycoprotein,preferred_label,p glycoprotein,preferred_label,39326936
amivantamab,drug,amivantamab,drug,39324708
epidermal growth factor receptor,protein,epidermal growth factor receptor,protein,39324708
met,protein,met,protein,39324708
non small cell lung cancer,disease,non small cell lung cancer,disease,39324708
cutaneous toxicities,adverse event,cutaneous toxicities,adverse event,39324708
rash,adverse event,rash,adverse event,39324708
paronychia,adverse event,paronychia,adverse event,39324708
dermatitis acneiform,adverse event,dermatitis acneiform,adverse event,39324708
nurses,healthcare provider,nurses,healthcare provider,39324708
advanced practice providers,healthcare provider,advanced practice providers,healthcare provider,39324708
physicians,healthcare provider,physicians,healthcare provider,39324708
immune checkpoint inhibitors,preferred_label,immune checkpoint inhibitors,preferred_label,39320566
patients,preferred_label,patients,preferred_label,39320566
caregivers,preferred_label,caregivers,preferred_label,39320566
non small cell lung cancer,preferred_label,non small cell lung cancer,preferred_label,39320566
melanoma,preferred_label,melanoma,preferred_label,39320566
side effects,preferred_label,side effects,preferred_label,39320566
oncologist,preferred_label,oncologist,preferred_label,39320566
tyrosine kinase inhibitors,drug,tyrosine kinase inhibitors,drug,39318033
cardiac side effects,adverse event,cardiac side effects,adverse event,39318033
extracellular vesicles,class_id,extracellular vesicles,class_id,39316382
bleb nanovesicles,class_id,bleb nanovesicles,class_id,39316382
human fc receptor I (hCD64),class_id,human fc receptor I (hCD64),class_id,39316382
monomeric IgG,class_id,monomeric IgG,class_id,39316382
prostate cancer,class_id,prostate cancer,class_id,39316382
prostate specific membrane antigen (PSMA),class_id,prostate specific membrane antigen (PSMA),class_id,39316382
osteosarcoma,class_id,osteosarcoma,class_id,39315544
gemcitabine and docetaxel combination chemotherapy,preferred_label,gemcitabine and docetaxel combination chemotherapy,preferred_label,39315544
gemdox,synonyms,gemdox,synonyms,39315544
toxicities,preferred_label,toxicities,preferred_label,39315544
cell lines,preferred_label,cell lines,preferred_label,39315544
clinical trials,preferred_label,clinical trials,preferred_label,39315544
immune checkpoint inhibitors,preferred_label,immune checkpoint inhibitors,preferred_label,39311981
anti cytotoxic t lymphocyte associated protein 4,preferred_label,anti cytotoxic t lymphocyte associated protein 4,preferred_label,39311981
anti programmed cell death 1 programmed cell death ligand 1,preferred_label,anti programmed cell death 1 programmed cell death ligand 1,preferred_label,39311981
gastrointestinal immune related adverse events,preferred_label,gastrointestinal immune related adverse events,preferred_label,39311981
diarrhea,preferred_label,diarrhea,preferred_label,39311981
colitis,preferred_label,colitis,preferred_label,39311981
imdc,preferred_label,imdc,preferred_label,39311981
corticosteroids,preferred_label,corticosteroids,preferred_label,39311981
infliximab,preferred_label,infliximab,preferred_label,39311981
vedolizumab,preferred_label,vedolizumab,preferred_label,39311981
microbiota transplantation,preferred_label,microbiota transplantation,preferred_label,39311981
cytokines,preferred_label,cytokines,preferred_label,39311981
lymphocyte replication inhibitors,preferred_label,lymphocyte replication inhibitors,preferred_label,39311981
nanotechnology,class_id,nanotechnology,class_id,39308042
cancer treatments,preferred_label,cancer treatments,preferred_label,39308042
chemotherapy resistance,preferred_label,chemotherapy resistance,preferred_label,39308042
side effects,preferred_label,side effects,preferred_label,39308042
silver nanoparticles,preferred_label,silver nanoparticles,preferred_label,39308042
antimicrobial properties,preferred_label,antimicrobial properties,preferred_label,39308042
antiproliferative properties,preferred_label,antiproliferative properties,preferred_label,39308042
nanotoxicological assessment,preferred_label,nanotoxicological assessment,preferred_label,39308042
combination index,preferred_label,combination index,preferred_label,39308042
cytotoxic effect,preferred_label,cytotoxic effect,preferred_label,39308042
antiproliferative effect,preferred_label,antiproliferative effect,preferred_label,39308042
cell migration,preferred_label,cell migration,preferred_label,39308042
reactive oxygen species production,preferred_label,reactive oxygen species production,preferred_label,39308042
genotoxic effect,preferred_label,genotoxic effect,preferred_label,39308042
proapoptotic gene expression,preferred_label,proapoptotic gene expression,preferred_label,39308042
oxidative stress gene expression,preferred_label,oxidative stress gene expression,preferred_label,39308042
internalization,preferred_label,internalization,preferred_label,39308042
breast cancer cells,preferred_label,breast cancer cells,preferred_label,39308042
chemotherapeutic agents,preferred_label,chemotherapeutic agents,preferred_label,39308042
oncology therapy,preferred_label,oncology therapy,preferred_label,39308042
selinexor,drug,selinexor,drug,39307725
venetoclax,drug,venetoclax,drug,39307725
azactitidine,drug,azactitidine,drug,39307725
acute myeloid leukemia,disease,acute myeloid leukemia,disease,39307725
patients,class_id,patients,class_id,39307725
complete remission,adverse event outcome,complete remission,adverse event outcome,39307725
hematological toxicity,adverse event outcome,hematological toxicity,adverse event outcome,39307725
malignant tumors,class_id,malignant tumors,class_id,39307710
cancer patients,class_id,cancer patients,class_id,39307710
cardiovascular toxicity,class_id,cardiovascular toxicity,class_id,39307710
cardiac biomarkers,class_id,cardiac biomarkers,class_id,39307710
cardio oncology,class_id,cardio oncology,class_id,39307710
cardiovascular diseases,class_id,cardiovascular diseases,class_id,39307710
consensus,class_id,consensus,class_id,39307710
immune checkpoint inhibitors,drug,immune checkpoint inhibitors,drug,39307038
esophageal squamous cell carcinoma,disease,esophageal squamous cell carcinoma,disease,39307038
camrelizumab,drug,camrelizumab,drug,39307038
apatinib,drug,apatinib,drug,39307038
patients,class_id,patients,class_id,39307038
disease progression,adverse event outcome,disease progression,adverse event outcome,39307038
sacituzumab govitecan,drug,sacituzumab govitecan,drug,39302614
trop 2,protein,trop 2,protein,39302614
metastatic triple negative breast cancer,disease,metastatic triple negative breast cancer,disease,39302614
ascent study,clinical trial,ascent study,clinical trial,39302614
Japanese patients,population,Japanese patients,population,39302614
solid tumors,disease,solid tumors,disease,39302614
phase 1,clinical trial phase,phase 1,clinical trial phase,39302614
phase 2,clinical trial phase,phase 2,clinical trial phase,39302614
objective response rate,clinical parameter,objective response rate,clinical parameter,39302614
progression free survival,clinical parameter,progression free survival,clinical parameter,39302614
overall survival,clinical parameter,overall survival,clinical parameter,39302614
drug induced pneumonitis,adverse event,drug induced pneumonitis,adverse event,39302574
lung cancer systemic therapy,treatment,lung cancer systemic therapy,treatment,39302574
immunotherapy,treatment,immunotherapy,treatment,39302574
immune checkpoint inhibitors,drug,immune checkpoint inhibitors,drug,39302574
chemotherapy,treatment,chemotherapy,treatment,39302574
targeted therapy,treatment,targeted therapy,treatment,39302574
corticosteroids,drug,corticosteroids,drug,39302574
immunosuppressive agents,drug,immunosuppressive agents,drug,39302574
antibody drug conjugates,drug,antibody drug conjugates,drug,39302574
computed tomography,imaging technique,computed tomography,imaging technique,39302574
ibrutinib,drug,ibrutinib,drug,39300447
lenalidomide,drug,lenalidomide,drug,39300447
primary central nervous system lymphoma,disease,primary central nervous system lymphoma,disease,39300447
methotrexate,drug,methotrexate,drug,39300447
rituximab,drug,rituximab,drug,39300447
procarbazine,drug,procarbazine,drug,39300447
vincristine,drug,vincristine,drug,39300447
prednisone,drug,prednisone,drug,39300447
aspergillosis,adverse event,aspergillosis,adverse event,39300447
pneumocystosis,adverse event,pneumocystosis,adverse event,39300447
catheter related infection,adverse event,catheter related infection,adverse event,39300447
increased alanine aminotransferase levels,adverse event,increased alanine aminotransferase levels,adverse event,39300447
hepatic cytolysis,adverse event,hepatic cytolysis,adverse event,39300447
neutropenia,adverse event,neutropenia,adverse event,39300447
infections,adverse event,infections,adverse event,39300447
Lyell's syndrome,adverse event,Lyell's syndrome,adverse event,39300447
5 fluorouracil,drug,5 fluorouracil,drug,39300121
colorectal cancer malignancy,disease,colorectal cancer malignancy,disease,39300121
senescent cells,cellular component,senescent cells,cellular component,39300121
oleanolic acid,drug,oleanolic acid,drug,39300121
human umbilical vein endothelial cells,cell line,human umbilical vein endothelial cells,cell line,39300121
human normal intestinal epithelial cells,cell line,human normal intestinal epithelial cells,cell line,39300121
senescence associated proteins,protein,senescence associated proteins,protein,39300121
senescence associated genes,gene,senescence associated genes,gene,39300121
senescence associated secretory phenotypes,cellular component,senescence associated secretory phenotypes,cellular component,39300121
IL-1,protein,IL-1,protein,39300121
IL-6,protein,IL-6,protein,39300121
IL-8,protein,IL-8,protein,39300121
IFN,protein,IFN,protein,39300121
TNF,protein,TNF,protein,39300121
mTOR,protein,mTOR,protein,39300121
HCT116 cells,cell line,HCT116 cells,cell line,39300121
SW480 cells,cell line,SW480 cells,cell line,39300121
Balb/c mouse model,animal model,Balb/c mouse model,animal model,39300121
Gemox,drug,Gemox,drug,39299973
Gemcitabine,drug,Gemcitabine,drug,39299973
Oxaliplatin,drug,Oxaliplatin,drug,39299973
Sintilimab,drug,Sintilimab,drug,39299973
Immune checkpoint inhibitors,class_id,Immune checkpoint inhibitors,class_id,39299973
PD-1 receptor,class_id,PD-1 receptor,class_id,39299973
Nodal PTCLs,class_id,Nodal PTCLs,class_id,39299973
Salvage therapy,class_id,Salvage therapy,class_id,39299973
Autologous stem cell transplantation,class_id,Autologous stem cell transplantation,class_id,39299973
Histone deacetylase inhibitors,class_id,Histone deacetylase inhibitors,class_id,39299973
Adverse event,class_id,Adverse event,class_id,39299973
neurologic immune related adverse events,semantic_types,neurologic immune related adverse events,semantic_types,39298719
immune checkpoint inhibitors,semantic_types,immune checkpoint inhibitors,semantic_types,39298719
Italian hospitals,semantic_types,Italian hospitals,semantic_types,39298719
peripheral nervous system,semantic_types,peripheral nervous system,semantic_types,39298719
central nervous system,semantic_types,central nervous system,semantic_types,39298719
myocarditis,semantic_types,myocarditis,semantic_types,39298719
cerebellar ataxia,semantic_types,cerebellar ataxia,semantic_types,39298719
neuromuscular weakness,semantic_types,neuromuscular weakness,semantic_types,39298719
visual loss,semantic_types,visual loss,semantic_types,39298719
sensory disturbances,semantic_types,sensory disturbances,semantic_types,39298719
focal neurologic signs,semantic_types,focal neurologic signs,semantic_types,39298719
cognitive impairment,semantic_types,cognitive impairment,semantic_types,39298719
severe neurologic disability,semantic_types,severe neurologic disability,semantic_types,39298719
cancer progression,semantic_types,cancer progression,semantic_types,39298719
nsclc,preferred_label,nsclc,preferred_label,39298516
rhodium,preferred_label,rhodium,preferred_label,39298516
2-benzoylpyridine thiosemicarbazone complexes,preferred_label,2-benzoylpyridine thiosemicarbazone complexes,preferred_label,39298516
rh4,preferred_label,rh4,preferred_label,39298516
aft nanoparticle,preferred_label,aft nanoparticle,preferred_label,39298516
multidrug resistant nsclc,preferred_label,multidrug resistant nsclc,preferred_label,39298516
immune and metabolic tumor microenvironments,preferred_label,immune and metabolic tumor microenvironments,preferred_label,39298516
breast cancer,class_id,breast cancer,class_id,39294665
chemotherapy,class_id,chemotherapy,class_id,39294665
phytomolecules,class_id,phytomolecules,class_id,39294665
combination therapy,class_id,combination therapy,class_id,39294665
drug delivery systems,class_id,drug delivery systems,class_id,39294665
novel routes of administration,class_id,novel routes of administration,class_id,39294665
phytochemicals,class_id,phytochemicals,class_id,39294665
berberine,class_id,berberine,class_id,39294665
curcumin,class_id,curcumin,class_id,39294665
quercetin,class_id,quercetin,class_id,39294665
lycopene,class_id,lycopene,class_id,39294665
sulforaphane,class_id,sulforaphane,class_id,39294665
resveratrol,class_id,resveratrol,class_id,39294665
epigallocatechin gallate,class_id,epigallocatechin gallate,class_id,39294665
apigenin,class_id,apigenin,class_id,39294665
genistein,class_id,genistein,class_id,39294665
thymoquinone,class_id,thymoquinone,class_id,39294665
polypharmacy,preferred_label,polypharmacy,preferred_label,39294452
potentially inappropriate medications (PIM),preferred_label,potentially inappropriate medications (PIM),preferred_label,39294452
older adults,preferred_label,older adults,preferred_label,39294452
advanced cancer,preferred_label,advanced cancer,preferred_label,39294452
physical functional outcomes,preferred_label,physical functional outcomes,preferred_label,39294452
medication measures,preferred_label,medication measures,preferred_label,39294452
geriatric assessment domain impairment,preferred_label,geriatric assessment domain impairment,preferred_label,39294452
antineoplastic regimen,preferred_label,antineoplastic regimen,preferred_label,39294452
polypharmacy,preferred_label,polypharmacy,preferred_label,39294452
medications (meds),preferred_label,medications (meds),preferred_label,39294452
STOPP criteria,preferred_label,STOPP criteria,preferred_label,39294452
2019 Beers criteria,preferred_label,2019 Beers criteria,preferred_label,39294452
activity of daily living (ADL),preferred_label,activity of daily living (ADL),preferred_label,39294452
instrumental ADL (IADL),preferred_label,instrumental ADL (IADL),preferred_label,39294452
short physical performance battery (SPPB),preferred_label,short physical performance battery (SPPB),preferred_label,39294452
falls,preferred_label,falls,preferred_label,39294452
multivariable cluster weighted generalized estimating equations models,preferred_label,multivariable cluster weighted generalized estimating equations models,preferred_label,39294452
relevant covariates,preferred_label,relevant covariates,preferred_label,39294452
clinicaltrials.gov identifier NCT02054741,preferred_label,clinicaltrials.gov identifier NCT02054741,preferred_label,39294452
lutetium 177,preferred_label,lutetium 177,preferred_label,39293461
prostate specific membrane antigen,preferred_label,prostate specific membrane antigen,preferred_label,39293461
metastatic castration resistant prostate cancer,preferred_label,metastatic castration resistant prostate cancer,preferred_label,39293461
docetaxel,preferred_label,docetaxel,preferred_label,39293461
high volume metastatic hormone sensitive prostate cancer,preferred_label,high volume metastatic hormone sensitive prostate cancer,preferred_label,39293461
177lu lu psma 617,preferred_label,177lu lu psma 617,preferred_label,39293461
de novo high volume metastatic hormone sensitive prostate cancer,preferred_label,de novo high volume metastatic hormone sensitive prostate cancer,preferred_label,39293461
Chemoradiotherapy,preferred_label,Chemoradiotherapy,preferred_label,39287161
Platinum Etoposide Chemotherapy,preferred_label,Platinum Etoposide Chemotherapy,preferred_label,39287161
Lung Cancer,preferred_label,Lung Cancer,preferred_label,39287161
Older Patients,preferred_label,Older Patients,preferred_label,39287161
Hematological Adverse Events,preferred_label,Hematological Adverse Events,preferred_label,39287161
Neutrophil Count,preferred_label,Neutrophil Count,preferred_label,39287161
tumor patients,class_id,tumor patients,class_id,39286288
cardiovascular complications,class_id,cardiovascular complications,class_id,39286288
cancer therapy related cardiovascular toxicity,class_id,cancer therapy related cardiovascular toxicity,class_id,39286288
cardiotoxicity,class_id,cardiotoxicity,class_id,39286288
anticancer drugs,class_id,anticancer drugs,class_id,39286288
heart failure,class_id,heart failure,class_id,39286288
myocarditis,class_id,myocarditis,class_id,39286288
hypertension,class_id,hypertension,class_id,39286288
arrhythmias,class_id,arrhythmias,class_id,39286288
vascular toxicity,class_id,vascular toxicity,class_id,39286288
vascular endothelial dysfunction,class_id,vascular endothelial dysfunction,class_id,39286288
ferroptosis,class_id,ferroptosis,class_id,39286288
mitochondrial dysfunction,class_id,mitochondrial dysfunction,class_id,39286288
oxidative stress,class_id,oxidative stress,class_id,39286288
therapeutic measures,class_id,therapeutic measures,class_id,39286288
accumulation of anticancer drugs,class_id,accumulation of anticancer drugs,class_id,39286288
cardioprotective drugs,class_id,cardioprotective drugs,class_id,39286288
mitochondrial transplantation,class_id,mitochondrial transplantation,class_id,39286288
doxorubicin,class_id,doxorubicin,class_id,39286288
metastatic breast cancer,disease,metastatic breast cancer,disease,39279590
older women (aged 65 and above),patient demographic,older women (aged 65 and above),patient demographic,39279590
genomics guided therapy,treatment approach,genomics guided therapy,treatment approach,39279590
innovative biomarkers,treatment approach,innovative biomarkers,treatment approach,39279590
systemic anticancer treatments,treatment,systemic anticancer treatments,treatment,39279590
subgroup analyses,study analysis,subgroup analyses,study analysis,39279590
real world data,data source,real world data,data source,39279590
guideline concordant,medical guideline adherence,guideline concordant,medical guideline adherence,39279590
comorbidity,medical condition,comorbidity,medical condition,39279590
social supports,support system,social supports,support system,39279590
malnutrition,medical condition,malnutrition,medical condition,39279590
geriatric factors,medical condition,geriatric factors,medical condition,39279590
frailty,medical condition,frailty,medical condition,39279590
vulnerability,medical condition,vulnerability,medical condition,39279590
multi-disciplinary team,medical team,multi-disciplinary team,medical team,39279590
immune checkpoint inhibitors,drug,immune checkpoint inhibitors,drug,39277735
immune related adverse events,adverse event,immune related adverse events,adverse event,39277735
kidney,anatomical entity,kidney,anatomical entity,39277735
anti programmed cell death protein 1 (PD-1) therapy (pembrolizumab),drug,anti programmed cell death protein 1 (PD-1) therapy (pembrolizumab),drug,39277735
renal immune related adverse events (R-IRAEs),adverse event,renal immune related adverse events (R-IRAEs),adverse event,39277735
peripheral blood mononuclear cells (PBMCs),cell type,peripheral blood mononuclear cells (PBMCs),cell type,39277735
cell clusters,cell type,cell clusters,cell type,39277735
differentially expressed genes (DEGs),molecular entity,differentially expressed genes (DEGs),molecular entity,39277735
Kyoto Encyclopedia of Genes and Genomes (KEGG),resource,Kyoto Encyclopedia of Genes and Genomes (KEGG),resource,39277735
Gene Ontology (GO),resource,Gene Ontology (GO),resource,39277735
CD4+ T cells,cell type,CD4+ T cells,cell type,39277735
CD8+ T cells,cell type,CD8+ T cells,cell type,39277735
ovarian clear cell carcinoma,class_id,ovarian clear cell carcinoma,class_id,39276785
sintilimab,preferred_label,sintilimab,preferred_label,39276785
bevacizumab,preferred_label,bevacizumab,preferred_label,39276785
patients,preferred_label,patients,preferred_label,39276785
treatment,preferred_label,treatment,preferred_label,39276785
chemotherapy,preferred_label,chemotherapy,preferred_label,39276785
phase 2 inova trial,preferred_label,phase 2 inova trial,preferred_label,39276785
adverse events,preferred_label,adverse events,preferred_label,39276785
cdk4 6 inhibitors,preferred_label,cdk4 6 inhibitors,preferred_label,39267478
endocrine therapy,preferred_label,endocrine therapy,preferred_label,39267478
hormone receptor positive advanced breast cancer,preferred_label,hormone receptor positive advanced breast cancer,preferred_label,39267478
abemaciclib,preferred_label,abemaciclib,preferred_label,39267478
palbociclib,preferred_label,palbociclib,preferred_label,39267478
ribociclib,preferred_label,ribociclib,preferred_label,39267478
dalpiciclib,preferred_label,dalpiciclib,preferred_label,39267478
progression free survival,preferred_label,progression free survival,preferred_label,39267478
lung metastasis,preferred_label,lung metastasis,preferred_label,39267478
endocrine therapy,preferred_label,endocrine therapy,preferred_label,39267478
chemotherapy,preferred_label,chemotherapy,preferred_label,39267478
hematologic toxicity,preferred_label,hematologic toxicity,preferred_label,39267478
clinical benefits,preferred_label,clinical benefits,preferred_label,39267478
safety profiles,preferred_label,safety profiles,preferred_label,39267478
patients,preferred_label,patients,preferred_label,39267478
